0 12 253 18358
1 36 120 8348
2 23 174 8314
3 66 205 6829
4 86 244 5156
5 80 325 4158
6 101 415 3544
7 147 480 3109
8 168 599 2879
9 180 597 2679
10 169 609 2438
11 177 649 2490
12 240 696 2231
13 263 705 2185
14 345 722 2032
15 402 710 2059
16 500 684 1914
17 461 654 1881
18 552 668 1919
19 552 611 1803
20 539 669 1913
21 600 759 1870
22 643 847 1844
23 736 819 1889
24 764 826 1769
25 811 869 1699
26 784 774 1751
27 817 838 1746
28 861 784 1700
29 975 823 1640
30 1170 747 1641
31 1105 808 1624
32 1185 831 1645
33 1292 815 1728
34 1475 896 1599
35 1580 852 1596
36 1557 903 1619
37 1743 952 1643
38 1879 914 1738
39 1861 914 1629
40 1933 892 1702
41 2093 881 1666
42 2287 995 1750
43 2602 942 1620
44 2633 985 1590
45 2490 984 1649
46 2420 998 1650
47 2650 1003 1655
48 2596 959 1635
49 2635 1053 1621
50 2584 1038 1699
51 2589 1029 1645
52 2655 1045 1728
53 2563 1069 1629
54 2590 1123 1701
55 2345 1158 1638
56 2248 1252 1627
57 2234 1231 1619
58 2049 1357 1564
59 2022 1467 1626
60 1993 1531 1619
61 1874 1637 1583
62 1900 1651 1652
63 1850 1794 1545
64 1838 1799 1638
65 1803 1890 1571
66 1873 2093 1531
67 1802 2146 1596
68 1801 2198 1596
69 1840 2293 1593
70 1818 2363 1557
71 1732 2444 1530
72 1792 2474 1590
73 1855 2382 1519
74 1784 2668 1495
75 1803 2730 1503
76 1876 2693 1450
77 1763 2742 1441
78 1801 2634 1530
79 1873 2794 1474
80 1922 2883 1504
81 1935 2832 1447
82 1869 2721 1455
83 1796 2683 1517
84 1857 2645 1423
85 1910 2649 1512
86 1897 2712 1473
87 1859 2713 1428
88 1884 2785 1412
89 1848 2654 1349
90 1798 2627 1395
91 1879 2646 1460
92 1834 2514 1443
93 1941 2431 1337
94 1918 2611 1363
95 1877 2585 1331
96 1995 2383 1380
97 1949 2409 1311
98 1871 2385 1335
99 1768 2458 1251
100 1903 2333 1270
101 1885 2311 1213
102 1853 2361 1194
103 1850 2317 1183
104 1742 2241 1251
105 1864 2239 1210
106 1836 2208 1115
107 1774 2246 1103
108 1784 2164 1082
109 1721 2161 1095
110 1779 2152 1034
111 1845 2170 1013
112 1777 2101 984
113 1780 2113 974
114 1800 2095 979
115 1763 2080 917
116 1768 1938 924
117 1745 1866 906
118 1750 1830 815
119 1787 1802 862
120 1672 1842 887
121 1762 1788 810
122 1623 1631 812
123 1678 1644 717
124 1646 1607 747
125 1668 1516 768
126 1600 1633 730
127 1566 1466 698
128 1527 1439 697
129 1500 1445 639
130 1550 1404 638
131 1520 1404 632
132 1454 1362 574
133 1457 1300 571
134 1429 1304 602
135 1363 1213 589
136 1322 1197 536
137 1316 1112 533
138 1352 1139 498
139 1344 1085 541
140 1281 1038 516
141 1195 1047 488
142 1207 950 465
143 1126 993 450
144 1157 987 454
145 1100 965 420
146 1097 913 420
147 1074 900 390
148 984 851 427
149 923 867 348
150 906 830 363
151 907 775 325
152 918 799 333
153 894 788 348
154 814 716 317
155 802 712 326
156 715 691 314
157 826 620 320
158 739 670 320
159 761 637 289
160 672 621 258
161 707 611 243
162 671 650 259
163 638 651 248
164 587 675 245
165 630 630 236
166 559 614 208
167 541 551 207
168 549 577 200
169 549 535 195
170 532 533 194
171 516 462 207
172 494 475 161
173 508 473 159
174 509 448 140
175 491 431 153
176 486 419 157
177 489 413 163
178 494 403 137
179 514 415 109
180 516 396 105
181 484 430 119
182 460 388 97
183 394 440 102
184 396 425 94
185 358 385 80
186 365 456 71
187 334 456 68
188 283 435 74
189 306 410 60
190 324 408 58
191 335 352 58
192 304 314 58
193 311 329 55
194 298 339 63
195 282 302 50
196 301 330 77
197 267 272 58
198 286 255 61
199 274 251 64
200 278 291 61
201 266 271 62
202 241 272 62
203 207 265 70
204 216 236 67
205 226 284 57
206 196 244 71
207 206 205 63
208 208 187 65
209 205 193 59
210 222 164 76
211 236 178 73
212 245 148 83
213 224 167 51
214 218 165 71
215 213 157 70
216 201 168 67
217 202 165 91
218 182 190 113
219 206 193 123
220 193 179 102
221 195 218 117
222 153 202 90
223 204 203 138
224 216 263 125
225 296 328 189
226 282 359 224
227 220 285 184
228 181 267 112
229 140 269 101
230 185 308 84
231 228 408 85
232 227 308 62
233 204 261 54
234 135 190 58
235 96 191 34
236 73 157 55
237 107 178 46
238 79 181 48
239 78 171 51
240 71 143 53
241 85 169 60
242 92 163 67
243 88 172 44
244 77 135 63
245 98 122 54
246 93 114 51
247 75 121 51
248 95 127 43
249 84 111 38
250 59 80 29
251 24 43 26
252 19 36 19
253 20 34 15
254 21 23 9
255 25 11 19
