0 2 2 1
1 1 1 1
2 4 4 1
3 8 8 5
4 11 10 2
5 12 12 9
6 10 17 12
7 10 12 9
8 9 16 9
9 18 23 17
10 19 19 18
11 16 29 20
12 22 28 25
13 23 25 39
14 26 30 52
15 27 38 105
16 20 26 127
17 20 29 119
18 25 53 173
19 22 45 248
20 34 44 311
21 30 59 373
22 38 83 386
23 37 72 431
24 33 92 654
25 62 84 820
26 106 105 1056
27 141 159 1085
28 150 146 1123
29 161 192 1240
30 229 230 1264
31 252 265 1454
32 322 274 1622
33 359 341 1649
34 335 335 1826
35 322 374 1875
36 307 371 2007
37 355 409 2140
38 389 437 2209
39 502 538 2326
40 558 566 2584
41 626 614 2764
42 731 702 2945
43 762 766 3006
44 750 856 3359
45 810 823 3598
46 847 923 3815
47 899 988 3956
48 964 978 4170
49 972 1107 4377
50 1087 1205 4415
51 1197 1291 4557
52 1306 1352 4573
53 1385 1351 4897
54 1436 1488 4940
55 1498 1538 5055
56 1618 1577 5207
57 1732 1681 5077
58 1883 1785 5206
59 2083 1874 5250
60 2167 1986 5165
61 2152 2056 5150
62 2344 2190 5085
63 2483 2252 4974
64 2529 2357 4855
65 2470 2283 4577
66 2530 2363 4474
67 2538 2414 4430
68 2797 2389 4395
69 2996 2475 4468
70 3229 2628 4277
71 3361 2769 4188
72 3661 2830 4151
73 3688 2847 3979
74 3735 2974 3696
75 3793 3081 3551
76 3764 3202 3301
77 3764 3182 3149
78 3766 3033 3016
79 3693 3008 2954
80 3726 3100 2994
81 3788 3114 2847
82 3747 3308 2755
83 3833 3350 2729
84 3726 3594 2596
85 3693 3600 2460
86 3550 3677 2492
87 3461 3604 2249
88 3386 3626 2131
89 3360 3345 2037
90 3326 3270 1923
91 3310 3314 1944
92 3350 3455 1825
93 3457 3508 1763
94 3373 3507 1762
95 3218 3472 1659
96 3173 3454 1633
97 2997 3349 1569
98 2891 3069 1574
99 2762 2949 1448
100 2825 2785 1435
101 2754 2799 1415
102 2734 2713 1373
103 2650 2775 1292
104 2544 2544 1377
105 2372 2609 1346
106 2223 2481 1260
107 2167 2453 1123
108 2102 2421 1079
109 2148 2328 1117
110 2091 2364 1051
111 1941 2337 985
112 1978 2250 944
113 1912 2240 899
114 1798 2147 771
115 1790 2019 740
116 1704 1932 735
117 1582 1867 699
118 1611 1830 680
119 1650 1825 662
120 1659 1814 681
121 1550 1701 633
122 1473 1580 690
123 1464 1482 640
124 1378 1419 574
125 1395 1367 587
126 1428 1397 561
127 1445 1291 581
128 1435 1410 568
129 1531 1357 542
130 1462 1298 504
131 1391 1274 467
132 1477 1178 427
133 1393 1108 425
134 1331 987 377
135 1294 987 400
136 1377 925 412
137 1316 986 374
138 1260 993 360
139 1340 1064 373
140 1293 1036 351
141 1125 1059 312
142 1029 1005 325
143 950 933 299
144 887 982 319
145 930 960 295
146 906 1032 265
147 950 1043 240
148 1012 1121 205
149 1155 1201 201
150 1260 1155 206
151 1277 1176 145
152 1271 1058 155
153 1293 956 136
154 1211 854 115
155 1219 884 105
156 1109 883 103
157 1160 879 81
158 1239 890 89
159 1262 978 77
160 1297 1165 62
161 1192 1340 77
162 1140 1502 61
163 1068 1478 56
164 1002 1561 56
165 941 1502 63
166 931 1461 49
167 932 1435 55
168 917 1373 48
169 919 1253 39
170 927 1137 48
171 908 1082 54
172 845 981 51
173 851 880 43
174 730 897 52
175 694 820 38
176 647 908 44
177 670 902 36
178 679 864 41
179 589 728 27
180 537 711 24
181 562 654 32
182 485 645 23
183 402 668 22
184 365 745 21
185 325 736 22
186 284 737 16
187 272 665 17
188 237 646 9
189 209 528 9
190 150 433 4
191 136 373 9
192 118 293 2
193 111 242 4
194 116 217 8
195 102 151 8
196 57 129 2
197 48 114 3
198 21 159 2
199 24 106 4
200 17 70 2
201 18 43 2
202 24 22 5
203 15 3 7
204 19 7 2
205 13 0 2
206 7 3 1
207 8 0 1
208 2 1 3
209 1 1 4
210 1 0 1
211 1 0 3
212 0 0 1
213 0 0 0
214 0 0 0
215 0 0 2
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 0 0
226 0 0 0
227 0 0 0
228 0 0 0
229 1 1 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 1
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
